DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-12-02 15:55:47.554,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
2454140,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0001,0.1672,0.0693,0.0051,10.0342,-0.0333,0.0147,-0.0098,-0.0522,1.1816,0.5315,1.0000,0.0004,-0.0044,0.0000,0.0498,-0.5083,0.0005,0
2454307,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1680,0.0776,-0.0030,10.0803,-0.0343,0.0159,-0.0103,-0.0503,1.1772,0.5334,1.0000,0.0004,-0.0044,0.0000,0.0490,-0.5081,0.0008,0
2454474,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1673,0.0896,0.0125,10.0376,-0.0339,0.0145,-0.0106,-0.0515,1.1777,0.5378,1.0000,0.0004,-0.0044,0.0000,0.0484,-0.5093,0.0010,0
2454640,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1677,0.0845,-0.0052,10.0642,-0.0334,0.0160,-0.0101,-0.0505,1.1826,0.5369,1.0000,0.0004,-0.0044,0.0000,0.0485,-0.5090,0.0015,0
2454807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0003,0.1679,0.0936,0.0154,10.0735,-0.0331,0.0152,-0.0103,-0.0530,1.1792,0.5383,1.0000,0.0004,-0.0044,0.0000,0.0487,-0.5094,0.0021,0
2454974,1.0000,-0.0003,0.0001,-0.0001,0.0016,-0.0001,0.1674,0.0944,-0.0072,10.0437,-0.0336,0.0156,-0.0107,-0.0510,1.1821,0.5383,1.0000,0.0004,-0.0044,0.0000,0.0486,-0.5095,0.0019,0
2455140,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1676,0.0963,0.0068,10.0560,-0.0335,0.0149,-0.0117,-0.0491,1.1792,0.5349,1.0000,0.0004,-0.0045,0.0000,0.0485,-0.5103,0.0011,0
2455307,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1674,0.0886,-0.0013,10.0421,-0.0330,0.0157,-0.0106,-0.0500,1.1797,0.5369,1.0000,0.0004,-0.0045,0.0000,0.0489,-0.5103,0.0016,0
2455474,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1677,0.0916,0.0074,10.0638,-0.0338,0.0161,-0.0111,-0.0503,1.1807,0.5339,1.0000,0.0004,-0.0044,0.0000,0.0485,-0.5099,0.0014,0
2455640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1676,0.0837,-0.0025,10.0542,-0.0332,0.0144,-0.0097,-0.0471,1.1807,0.5359,1.0000,0.0004,-0.0045,0.0000,0.0486,-0.5112,0.0025,0
2455807,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0002,0.1675,0.0601,0.0105,10.0522,-0.0335,0.0159,-0.0104,-0.0510,1.1807,0.5364,1.0000,0.0004,-0.0045,0.0000,0.0486,-0.5111,0.0034,0
2455974,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0002,0.1676,0.0596,0.0117,10.0564,-0.0335,0.0150,-0.0115,-0.0515,1.1812,0.5364,1.0000,0.0004,-0.0045,0.0000,0.0485,-0.5117,0.0027,0
2456140,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0000,0.1679,0.0697,-0.0020,10.0746,-0.0346,0.0144,-0.0117,-0.0540,1.1792,0.5354,1.0000,0.0004,-0.0045,0.0000,0.0473,-0.5129,0.0018,0
2456307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1678,0.0746,0.0044,10.0672,-0.0334,0.0154,-0.0119,-0.0525,1.1782,0.5354,1.0000,0.0004,-0.0045,0.0000,0.0473,-0.5132,0.0004,0
2456474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1673,0.0823,0.0091,10.0391,-0.0339,0.0151,-0.0109,-0.0491,1.1807,0.5354,1.0000,0.0004,-0.0045,0.0000,0.0468,-0.5138,0.0000,0
2456640,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0002,0.1675,0.0930,0.0115,10.0519,-0.0331,0.0152,-0.0102,-0.0496,1.1782,0.5364,1.0000,0.0004,-0.0045,0.0000,0.0470,-0.5143,0.0008,0
2456807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1676,0.0769,0.0112,10.0537,-0.0341,0.0175,-0.0121,-0.0537,1.1821,0.5349,1.0000,0.0004,-0.0045,-0.0000,0.0464,-0.5126,-0.0002,0
2456974,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0004,0.1676,0.0758,0.0200,10.0566,-0.0342,0.0167,-0.0111,-0.0505,1.1807,0.5369,1.0000,0.0004,-0.0045,-0.0000,0.0456,-0.5116,-0.0008,0
2457140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0003,0.1674,0.0739,0.0135,10.0463,-0.0333,0.0177,-0.0102,-0.0505,1.1802,0.5354,1.0000,0.0004,-0.0044,0.0000,0.0457,-0.5097,-0.0002,0
2457307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1676,0.0783,0.0092,10.0574,-0.0332,0.0160,-0.0113,-0.0530,1.1787,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0459,-0.5094,-0.0006,0
2457474,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0002,0.1677,0.0677,-0.0160,10.0643,-0.0346,0.0157,-0.0112,-0.0515,1.1807,0.5374,1.0000,0.0004,-0.0044,-0.0000,0.0448,-0.5094,-0.0012,0
2457640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0804,0.0057,10.0529,-0.0331,0.0148,-0.0116,-0.0540,1.1777,0.5339,1.0000,0.0004,-0.0045,-0.0000,0.0450,-0.5102,-0.0020,0
2457807,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0001,0.1676,0.0711,0.0022,10.0547,-0.0327,0.0168,-0.0096,-0.0535,1.1807,0.5364,1.0000,0.0004,-0.0044,-0.0000,0.0457,-0.5092,-0.0011,0
2457974,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1678,0.0879,0.0063,10.0656,-0.0337,0.0164,-0.0111,-0.0483,1.1812,0.5344,1.0000,0.0004,-0.0044,-0.0000,0.0454,-0.5085,-0.0019,0
2458140,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1675,0.0861,-0.0057,10.0495,-0.0342,0.0157,-0.0109,-0.0515,1.1812,0.5364,1.0000,0.0004,-0.0044,-0.0000,0.0447,-0.5085,-0.0017,0
2458307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1674,0.0793,0.0048,10.0467,-0.0329,0.0158,-0.0121,-0.0508,1.1821,0.5354,1.0000,0.0004,-0.0044,-0.0000,0.0451,-0.5084,-0.0030,0
2458474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1677,0.0832,0.0012,10.0644,-0.0331,0.0156,-0.0112,-0.0515,1.1772,0.5349,1.0000,0.0004,-0.0044,-0.0000,0.0454,-0.5085,-0.0034,0
2458640,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0003,0.1673,0.0912,0.0131,10.0396,-0.0334,0.0144,-0.0106,-0.0515,1.1763,0.5334,1.0000,0.0004,-0.0044,-0.0000,0.0454,-0.5097,-0.0032,0
2458807,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1674,0.0952,0.0019,10.0420,-0.0341,0.0162,-0.0116,-0.0515,1.1772,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0447,-0.5092,-0.0040,0
2458974,1.0000,-0.0003,0.0001,-0.0001,0.0017,-0.0001,0.1676,0.0980,-0.0085,10.0546,-0.0330,0.0158,-0.0094,-0.0520,1.1816,0.5388,1.0000,0.0004,-0.0044,-0.0000,0.0451,-0.5092,-0.0027,0
2459140,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0802,0.0027,10.0500,-0.0321,0.0164,-0.0105,-0.0520,1.1807,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0463,-0.5084,-0.0025,0
2459307,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1678,0.0806,-0.0058,10.0666,-0.0343,0.0162,-0.0110,-0.0540,1.1807,0.5354,1.0000,0.0004,-0.0044,-0.0000,0.0454,-0.5079,-0.0028,0
2459474,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1673,0.0865,-0.0048,10.0396,-0.0329,0.0164,-0.0092,-0.0549,1.1802,0.5403,1.0000,0.0004,-0.0044,-0.0000,0.0459,-0.5073,-0.0016,0
2459640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1675,0.0753,0.0044,10.0521,-0.0338,0.0175,-0.0121,-0.0486,1.1777,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0455,-0.5056,-0.0033,0
2459807,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0000,0.1678,0.0615,-0.0007,10.0709,-0.0322,0.0154,-0.0096,-0.0500,1.1772,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0466,-0.5059,-0.0019,0
2459974,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0003,0.1678,0.0805,0.0129,10.0662,-0.0345,0.0142,-0.0117,-0.0491,1.1802,0.5369,1.0000,0.0004,-0.0044,-0.0000,0.0456,-0.5073,-0.0027,0
2460140,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1676,0.0883,-0.0054,10.0534,-0.0332,0.0152,-0.0121,-0.0510,1.1812,0.5364,1.0000,0.0004,-0.0044,-0.0000,0.0458,-0.5078,-0.0036,0
2460307,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1677,0.0710,0.0066,10.0631,-0.0336,0.0143,-0.0107,-0.0515,1.1807,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0457,-0.5091,-0.0035,0
2460474,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1674,0.0737,0.0109,10.0430,-0.0331,0.0146,-0.0110,-0.0540,1.1816,0.5383,1.0000,0.0004,-0.0045,-0.0000,0.0459,-0.5102,-0.0038,0
2460640,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0004,0.1676,0.0823,0.0182,10.0531,-0.0331,0.0167,-0.0111,-0.0505,1.1763,0.5383,1.0000,0.0004,-0.0044,-0.0000,0.0462,-0.5093,-0.0045,0
2460807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1674,0.0796,0.0065,10.0463,-0.0339,0.0159,-0.0109,-0.0505,1.1802,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0457,-0.5091,-0.0047,0
2460974,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0000,0.1675,0.0876,-0.0023,10.0522,-0.0332,0.0167,-0.0111,-0.0491,1.1772,0.5388,1.0000,0.0004,-0.0044,-0.0000,0.0459,-0.5081,-0.0050,0
2461140,1.0000,-0.0003,0.0001,-0.0001,0.0017,-0.0002,0.1677,0.0982,-0.0119,10.0592,-0.0334,0.0154,-0.0109,-0.0535,1.1772,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0459,-0.5084,-0.0049,0
2461307,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1674,0.0757,0.0025,10.0446,-0.0334,0.0158,-0.0106,-0.0486,1.1807,0.5383,1.0000,0.0004,-0.0044,-0.0000,0.0459,-0.5083,-0.0049,0
2461474,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1678,0.0765,0.0025,10.0704,-0.0336,0.0174,-0.0108,-0.0520,1.1802,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0457,-0.5066,-0.0046,0
2461640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1675,0.0773,0.0030,10.0495,-0.0341,0.0151,-0.0115,-0.0535,1.1821,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0450,-0.5071,-0.0054,0
2461807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0003,0.1677,0.0770,0.0133,10.0642,-0.0345,0.0161,-0.0103,-0.0515,1.1812,0.5388,1.0000,0.0004,-0.0044,-0.0000,0.0439,-0.5068,-0.0051,0
2461974,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1676,0.0801,-0.0030,10.0588,-0.0332,0.0150,-0.0097,-0.0510,1.1802,0.5349,1.0000,0.0004,-0.0044,-0.0000,0.0441,-0.5075,-0.0041,0
2462140,1.0000,-0.0003,0.0001,-0.0001,0.0016,-0.0000,0.1677,0.0953,-0.0035,10.0633,-0.0337,0.0151,-0.0105,-0.0544,1.1826,0.5374,1.0000,0.0004,-0.0044,-0.0000,0.0438,-0.5081,-0.0038,0
2462307,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0001,0.1678,0.0868,0.0031,10.0709,-0.0317,0.0151,-0.0101,-0.0481,1.1792,0.5354,1.0000,0.0004,-0.0044,-0.0000,0.0454,-0.5086,-0.0033,0
2462474,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0002,0.1675,0.0831,-0.0157,10.0522,-0.0350,0.0151,-0.0117,-0.0515,1.1797,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0438,-0.5092,-0.0039,0
2462640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1678,0.0793,0.0015,10.0690,-0.0320,0.0172,-0.0103,-0.0510,1.1777,0.5374,1.0000,0.0004,-0.0044,-0.0000,0.0452,-0.5078,-0.0034,0
2462807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1675,0.0760,0.0053,10.0502,-0.0334,0.0164,-0.0110,-0.0525,1.1792,0.5359,1.0000,0.0004,-0.0044,-0.0000,0.0452,-0.5071,-0.0036,0
2462974,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1674,0.0807,0.0001,10.0416,-0.0347,0.0145,-0.0119,-0.0479,1.1802,0.5334,1.0000,0.0004,-0.0044,-0.0000,0.0439,-0.5083,-0.0048,0
2463140,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0001,0.1676,0.0758,-0.0083,10.0587,-0.0334,0.0145,-0.0117,-0.0540,1.1797,0.5374,1.0000,0.0004,-0.0045,-0.0000,0.0452,-0.5100,-0.0017,0
2463307,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0000,0.1678,0.0866,-0.0054,10.0682,-0.0336,0.0153,-0.0106,-0.0522,1.1807,0.5334,1.0000,0.0004,-0.0045,-0.0000,0.0450,-0.5104,-0.0017,0
2463474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1674,0.0811,-0.0001,10.0458,-0.0331,0.0158,-0.0112,-0.0510,1.1782,0.5388,1.0000,0.0004,-0.0045,-0.0000,0.0452,-0.5102,-0.0022,0
2463640,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1668,0.0894,-0.0068,10.0091,-0.0331,0.0177,-0.0104,-0.0505,1.1816,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0455,-0.5083,-0.0018,0
2463807,1.0000,-0.0003,0.0002,-0.0001,0.0019,-0.0003,0.1698,0.1105,-0.0189,10.1902,-0.0326,0.0214,-0.0113,-0.0569,1.1814,0.5378,1.0000,0.0004,-0.0044,-0.0000,0.0462,-0.5029,-0.0022,0
2463974,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0007,0.1663,0.0572,0.0370,9.9797,-0.0312,0.0158,-0.0120,-0.0513,1.1836,0.5330,1.0000,0.0004,-0.0044,-0.0000,0.0484,-0.5027,-0.0039,0
2464140,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0001,0.1677,0.0743,0.0013,10.0634,-0.0320,0.0173,-0.0112,-0.0515,1.1821,0.5364,1.0000,0.0004,-0.0044,-0.0000,0.0497,-0.5012,-0.0044,0
2464307,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0003,0.1676,0.0646,0.0171,10.0570,-0.0345,0.0140,-0.0104,-0.0493,1.1802,0.5349,1.0000,0.0004,-0.0044,-0.0000,0.0486,-0.5028,-0.0040,0
2464474,1.0000,-0.0003,0.0001,-0.0001,0.0016,-0.0002,0.1673,0.0941,-0.0155,10.0401,-0.0341,0.0148,-0.0115,-0.0520,1.1831,0.5398,1.0000,0.0004,-0.0044,-0.0000,0.0479,-0.5036,-0.0043,0
2464640,1.0000,-0.0003,0.0001,-0.0001,0.0015,-0.0001,0.1677,0.0886,-0.0098,10.0620,-0.0330,0.0165,-0.0105,-0.0496,1.1777,0.5339,1.0000,0.0004,-0.0044,-0.0000,0.0484,-0.5029,-0.0041,0
2464807,1.0000,-0.0003,0.0002,-0.0001,0.0013,0.0003,0.1677,0.0760,0.0126,10.0595,-0.0321,0.0182,-0.0122,-0.0500,1.1792,0.5374,1.0000,0.0004,-0.0044,-0.0000,0.0496,-0.5005,-0.0052,0
2464974,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1673,0.0855,0.0039,10.0393,-0.0321,0.0174,-0.0092,-0.0540,1.1787,0.5422,1.0000,0.0004,-0.0044,-0.0000,0.0508,-0.4989,-0.0035,0
2465140,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0000,0.1675,0.0574,-0.0014,10.0521,-0.0319,0.0162,-0.0111,-0.0522,1.1807,0.5339,1.0000,0.0005,-0.0044,-0.0000,0.0522,-0.4985,-0.0041,0
2465307,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0000,0.1678,0.0845,-0.0045,10.0657,-0.0342,0.0157,-0.0117,-0.0491,1.1782,0.5408,1.0000,0.0004,-0.0044,-0.0000,0.0514,-0.4985,-0.0051,0
2465474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0000,0.1679,0.0804,-0.0018,10.0749,-0.0326,0.0159,-0.0111,-0.0522,1.1807,0.5325,1.0000,0.0005,-0.0043,-0.0000,0.0522,-0.4983,-0.0052,0
2465640,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0004,0.1675,0.0748,0.0227,10.0510,-0.0336,0.0162,-0.0114,-0.0535,1.1782,0.5374,1.0000,0.0005,-0.0043,-0.0000,0.0520,-0.4978,-0.0056,0
2465807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1673,0.0754,0.0105,10.0396,-0.0323,0.0178,-0.0104,-0.0530,1.1792,0.5354,1.0000,0.0005,-0.0043,-0.0000,0.0530,-0.4957,-0.0053,0
2465974,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1674,0.0633,0.0069,10.0457,-0.0318,0.0179,-0.0104,-0.0479,1.1816,0.5334,1.0000,0.0005,-0.0043,-0.0000,0.0546,-0.4936,-0.0051,0
2466141,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0004,0.1676,0.0794,0.0214,10.0566,-0.0333,0.0160,-0.0106,-0.0510,1.1807,0.5359,1.0000,0.0005,-0.0043,-0.0000,0.0547,-0.4933,-0.0045,0
2466307,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0819,0.0012,10.0520,-0.0332,0.0140,-0.0101,-0.0510,1.1802,0.5364,1.0000,0.0005,-0.0043,-0.0000,0.0548,-0.4949,-0.0038,0
2466474,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0001,0.1675,0.0810,0.0037,10.0502,-0.0338,0.0149,-0.0114,-0.0520,1.1792,0.5369,1.0000,0.0005,-0.0043,-0.0000,0.0545,-0.4957,-0.0043,0
2466641,1.0000,-0.0003,0.0001,-0.0001,0.0011,-0.0001,0.1675,0.0658,-0.0109,10.0527,-0.0321,0.0160,-0.0116,-0.0530,1.1802,0.5383,1.0000,0.0005,-0.0043,-0.0000,0.0557,-0.4954,-0.0051,0
2466807,1.0000,-0.0003,0.0001,-0.0001,0.0012,-0.0002,0.1673,0.0691,-0.0158,10.0392,-0.0323,0.0166,-0.0115,-0.0542,1.1792,0.5334,1.0000,0.0005,-0.0043,-0.0001,0.0567,-0.4945,-0.0060,0
2466974,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0002,0.1675,0.0787,0.0108,10.0522,-0.0333,0.0168,-0.0115,-0.0535,1.1797,0.5349,1.0000,0.0005,-0.0043,-0.0001,0.0568,-0.4935,-0.0070,0
2467141,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0003,0.1677,0.0772,0.0170,10.0596,-0.0329,0.0158,-0.0107,-0.0513,1.1826,0.5354,1.0000,0.0005,-0.0043,-0.0001,0.0573,-0.4934,-0.0071,0
2467307,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0004,0.1677,0.0731,0.0235,10.0594,-0.0340,0.0145,-0.0104,-0.0474,1.1792,0.5339,1.0000,0.0005,-0.0043,-0.0001,0.0567,-0.4945,-0.0066,0
2467474,1.0000,-0.0003,0.0001,-0.0001,0.0014,-0.0001,0.1672,0.0837,-0.0113,10.0297,-0.0330,0.0171,-0.0113,-0.0525,1.1812,0.5359,1.0000,0.0005,-0.0043,-0.0001,0.0571,-0.4932,-0.0067,0
2467641,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0001,0.1675,0.0924,0.0017,10.0491,-0.0323,0.0167,-0.0114,-0.0525,1.1758,0.5359,1.0000,0.0005,-0.0043,-0.0001,0.0581,-0.4922,-0.0072,0
2467807,1.0000,-0.0003,0.0002,-0.0001,0.0014,0.0000,0.1675,0.0822,-0.0021,10.0478,-0.0315,0.0181,-0.0109,-0.0530,1.1802,0.5383,1.0000,0.0005,-0.0043,-0.0001,0.0599,-0.4899,-0.0074,0
2467974,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1678,0.0864,0.0080,10.0661,-0.0331,0.0174,-0.0111,-0.0520,1.1777,0.5364,1.0000,0.0005,-0.0043,-0.0001,0.0602,-0.4883,-0.0078,0
2468141,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1677,0.0694,0.0112,10.0639,-0.0323,0.0172,-0.0116,-0.0525,1.1777,0.5383,1.0000,0.0005,-0.0042,-0.0001,0.0612,-0.4869,-0.0086,0
2468307,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0003,0.1679,0.0697,0.0133,10.0735,-0.0327,0.0160,-0.0103,-0.0574,1.1794,0.5378,1.0000,0.0005,-0.0042,-0.0001,0.0619,-0.4866,-0.0083,0
2468474,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1675,0.0617,0.0109,10.0530,-0.0338,0.0168,-0.0111,-0.0525,1.1758,0.5378,1.0000,0.0005,-0.0042,-0.0001,0.0615,-0.4856,-0.0094,0
2468641,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0001,0.1673,0.0679,0.0044,10.0386,-0.0336,0.0164,-0.0112,-0.0530,1.1787,0.5354,1.0000,0.0005,-0.0042,-0.0001,0.0614,-0.4849,-0.0099,0
2468807,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1676,0.0868,0.0063,10.0556,-0.0344,0.0163,-0.0106,-0.0508,1.1812,0.5339,1.0000,0.0005,-0.0042,-0.0001,0.0604,-0.4843,-0.0097,0
2468974,1.0000,-0.0003,0.0001,-0.0001,0.0014,0.0002,0.1676,0.0801,0.0098,10.0545,-0.0341,0.0143,-0.0108,-0.0505,1.1816,0.5398,1.0000,0.0005,-0.0042,-0.0001,0.0598,-0.4857,-0.0097,0
2469141,1.0000,-0.0003,0.0001,-0.0001,0.0013,-0.0000,0.1672,0.0753,-0.0037,10.0299,-0.0335,0.0163,-0.0113,-0.0554,1.1794,0.5359,1.0000,0.0005,-0.0042,-0.0001,0.0597,-0.4851,-0.0100,0
2469307,1.0000,-0.0003,0.0001,-0.0001,0.0016,0.0000,0.1673,0.0923,-0.0009,10.0385,-0.0322,0.0167,-0.0115,-0.0525,1.1841,0.5369,1.0000,0.0005,-0.0042,-0.0001,0.0608,-0.4841,-0.0110,0
2469474,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0004,0.1677,0.0759,0.0189,10.0637,-0.0328,0.0158,-0.0110,-0.0518,1.1821,0.5344,1.0000,0.0005,-0.0042,-0.0001,0.0613,-0.4840,-0.0112,0
2469641,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0003,0.1677,0.0705,0.0165,10.0614,-0.0327,0.0173,-0.0110,-0.0510,1.1802,0.5369,1.0000,0.0005,-0.0042,-0.0001,0.0620,-0.4824,-0.0115,0
2469807,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1677,0.0908,0.0082,10.0621,-0.0328,0.0167,-0.0105,-0.0552,1.1819,0.5339,1.0000,0.0005,-0.0042,-0.0001,0.0626,-0.4814,-0.0110,0
2469974,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1674,0.0647,0.0107,10.0428,-0.0327,0.0177,-0.0110,-0.0527,1.1826,0.5344,1.0000,0.0006,-0.0042,-0.0001,0.0632,-0.4794,-0.0116,0
2470141,1.0000,-0.0003,0.0002,-0.0001,0.0011,0.0000,0.1678,0.0627,-0.0004,10.0680,-0.0327,0.0190,-0.0111,-0.0537,1.1812,0.5334,1.0000,0.0006,-0.0042,-0.0001,0.0639,-0.4763,-0.0119,0
2470307,1.0000,-0.0003,0.0001,-0.0001,0.0010,0.0002,0.1678,0.0577,0.0076,10.0701,-0.0332,0.0176,-0.0112,-0.0505,1.1802,0.5388,1.0000,0.0006,-0.0041,-0.0001,0.0641,-0.4744,-0.0124,0
2470474,1.0000,-0.0003,0.0001,-0.0001,0.0008,-0.0002,0.1680,0.0470,-0.0126,10.0819,-0.0330,0.0158,-0.0110,-0.0530,1.1772,0.5374,1.0000,0.0006,-0.0041,-0.0001,0.0645,-0.4743,-0.0124,0
2470641,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0000,0.1671,0.0664,-0.0001,10.0270,-0.0340,0.0136,-0.0109,-0.0520,1.1787,0.5374,1.0000,0.0006,-0.0042,-0.0001,0.0639,-0.4763,-0.0126,0
2470807,1.0000,-0.0003,0.0001,-0.0001,0.0013,0.0000,0.1677,0.0743,-0.0000,10.0634,-0.0353,0.0136,-0.0107,-0.0508,1.1816,0.5334,1.0000,0.0005,-0.0042,-0.0001,0.0621,-0.4783,-0.0125,0
2470974,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0002,0.1674,0.0713,0.0106,10.0445,-0.0346,0.0139,-0.0122,-0.0530,1.1807,0.5393,1.0000,0.0005,-0.0042,-0.0001,0.0609,-0.4800,-0.0138,0
2471141,1.0000,-0.0003,0.0001,-0.0001,0.0012,0.0003,0.1674,0.0681,0.0148,10.0459,-0.0342,0.0150,-0.0114,-0.0510,1.1782,0.5359,1.0000,0.0005,-0.0042,-0.0001,0.0601,-0.4806,-0.0144,0
2471307,1.0000,-0.0003,0.0001,-0.0001,0.0011,0.0002,0.1672,0.0645,0.0118,10.0303,-0.0324,0.0150,-0.0100,-0.0496,1.1816,0.5364,1.0000,0.0005,-0.0042,-0.0001,0.0611,-0.4813,-0.0136,0
2471474,1.0000,-0.0003,0.0001,-0.0001,0.0015,0.0002,0.1673,0.0860,0.0068,10.0376,-0.0335,0.0155,-0.0116,-0.0496,1.1748,0.5339,1.0000,0.0005,-0.0042,-0.0001,0.0611,-0.4815,-0.0141,0
